DATE,TMIN,TMAX,TAVG
1985-01-24,8.5,15.4,11.95
1985-01-25,9,,
1985-01-26,9.6,16.8,13.2
1985-01-27,15.9,,
1985-01-28,9.7,,
1985-01-29,9.7,,
1985-01-30,14.9,,
1985-01-31,8.5,16.1,12.3
1985-02-01,8.6,16.1,12.35
1985-02-02,14.3,,
1985-02-04,7.4,,
1985-02-05,14.8,,
1985-02-06,8.2,,
1985-02-07,7.5,12,9.75
1985-02-09,7,11.6,9.3
1985-02-10,7.2,13.3,10.25
1985-02-11,8.4,,
1985-02-12,8.2,14.4,11.3
1985-02-13,8.6,17.2,12.9
1985-02-14,8.8,17.2,13
1985-02-15,8.7,16.4,12.55
1985-02-17,6.6,14.1,10.35
1985-02-18,8.6,14.6,11.6
1985-02-19,8.5,14.8,11.65
1985-02-20,10.2,15.1,12.65
1985-02-21,10.2,16.2,13.2
1985-02-23,11,16.8,13.9
1985-02-24,11.2,18,14.6
1985-02-25,11.8,16.4,14.1
1985-02-26,11,17.2,14.1
1985-02-27,10.6,19.4,15
1985-02-28,11.5,17,14.25
1985-03-01,16.6,,
1985-03-02,12.5,17.8,15.15
1985-03-03,12.8,18.8,15.8
1985-03-05,15,21.4,18.2
1985-03-06,14.1,20.8,17.45
1985-03-08,23,,
1985-03-11,14.5,20.8,17.65
1985-03-12,15,21.9,18.45
1985-03-13,16.2,21.6,18.9
1985-03-14,15.8,21.4,18.6
1985-03-16,14.6,,
1985-03-31,17.6,24.4,21
1985-04-01,18,24.9,21.45
1985-04-03,17,24,20.5
1985-04-04,17.1,25,21.05
1985-04-05,16.3,25.1,20.7
1985-04-06,17.3,35.2,26.25
1985-04-07,18,23.4,20.7
1985-04-08,12.5,22.7,17.6
1985-04-09,22,,
1985-04-10,15.5,23.1,19.3
1985-04-11,23.9,,
1985-04-12,25.8,,
1985-04-13,18.5,26,22.25
1985-04-14,17.9,25.6,21.75
1985-04-15,19.3,,
1985-04-16,17,25.8,21.4
1985-04-17,16.6,26,21.3
1985-04-19,15.3,23.8,19.55
1985-04-20,17,24.2,20.6
1985-04-21,18,25.6,21.8
1985-04-22,23.4,,
1985-04-23,17.5,23.5,20.5
1985-04-26,20.5,,
1985-04-28,17,23.8,20.4
1985-04-29,15.4,24.6,20
1985-04-30,15.3,24.8,20.05
1985-05-01,15.4,22.1,18.75
1985-05-02,16.2,,
1985-05-05,14.5,22.8,18.65
1985-05-06,15.7,,
1985-05-07,22.6,,
1985-05-08,16.2,24.2,20.2
1985-05-09,18.3,24.9,21.6
1985-05-10,17.5,25.3,21.4
1985-05-12,14.5,22.5,18.5
1985-05-14,24,,
1985-05-16,17.5,25.9,21.7
1985-05-17,18.5,26.6,22.55
1985-05-19,15.5,25.2,20.35
1985-05-20,26,,
1985-05-21,14.8,23.3,19.05
1985-05-22,17.2,25.1,21.15
1985-05-23,24.3,,
1985-05-24,18.8,25,21.9
1985-05-27,26.1,,
1985-05-30,19.5,26.9,23.2
1985-05-31,19.4,25.8,22.6
1985-06-02,18.6,24.9,21.75
1985-06-03,18.5,24.8,21.65
1985-06-04,18.2,25.3,21.75
1985-06-05,18,24.6,21.3
1985-06-10,18,23.7,20.85
1985-06-12,19,,
1985-06-14,18.8,25.3,22.05
1985-06-15,19.9,23.8,21.85
1985-06-16,19.4,23.4,21.4
1985-06-18,19.7,24.1,21.9
1985-06-19,25.5,,
1985-06-20,19.8,25.2,22.5
1985-06-21,19.7,26,22.85
1985-06-22,18.6,25.7,22.15
1985-06-23,20,24.8,22.4
1985-06-24,24.7,,
1985-06-25,20,27.1,23.55
1985-06-26,19.8,25.9,22.85
1985-06-27,19.6,25.4,22.5
1985-06-28,19.7,25.7,22.7
1985-06-29,19.3,,
1985-07-01,19.2,24.9,22.05
1985-07-02,23.6,,
1985-07-03,19.5,24.4,21.95
1985-07-05,18.8,,
1985-07-06,19,24.9,21.95
1985-07-07,19,25.5,22.25
1985-07-08,18.8,24.6,21.7
1985-07-10,18.3,23.5,20.9
1985-07-11,18.5,24,21.25
1985-07-12,18.2,24.4,21.3
1985-07-13,18.4,24.2,21.3
1985-07-14,18.2,23.2,20.7
1985-07-15,17.8,24.2,21
1985-07-16,17.8,,
1985-07-18,18,25.2,21.6
1985-07-19,18.2,23.5,20.85
1985-08-01,19.2,,
1985-08-03,19.2,24.6,21.9
1985-08-05,20,25.2,22.6
1985-08-08,18.8,26.2,22.5
1985-08-09,24.4,,
1985-08-10,23.7,,
1985-08-11,20,24.7,22.35
1985-08-12,19.8,25,22.4
1985-08-13,20.5,25.8,23.15
1985-08-15,20.7,24.8,22.75
1985-08-16,19.6,25.6,22.6
1985-08-17,20,24.6,22.3
1985-08-18,20,23.9,21.95
1985-08-19,20,23.8,21.9
1985-08-20,19.6,26.5,23.05
1985-08-23,25.8,,
1985-08-29,20.5,26,23.25
1985-08-30,25.1,,
1985-09-01,18.9,23.6,21.25
1985-09-02,18.7,23.2,20.95
1985-09-03,19,22.4,20.7
1985-09-04,24.1,,
1985-09-05,19.1,22.5,20.8
1985-09-11,17.8,24.8,21.3
1985-09-12,19.4,25.6,22.5
1985-09-14,18,24.1,21.05
1985-09-15,18.1,22.5,20.3
1985-09-23,17.1,22.8,19.95
1985-09-24,16.9,22.4,19.65
1985-09-25,16.7,21.6,19.15
1985-09-26,17,23.6,20.3
1985-09-30,16.9,22.9,19.9
1985-10-05,23.7,,
1985-10-06,17.5,23.3,20.4
1985-10-07,16.8,,
1985-10-08,16.9,22.3,19.6
1985-10-09,16.2,21.6,18.9
1985-10-11,17,,
1985-10-13,17.9,22.5,20.2
1985-10-15,18.4,28.1,23.25
1985-10-19,14.4,20.2,17.3
1985-10-20,14.6,22,18.3
1985-10-21,14.3,,
1985-10-22,15.4,24,19.7
1985-10-23,15,22.9,18.95
1985-10-24,14.8,20.7,17.75
1985-10-28,12,19.4,15.7
1985-10-30,12.6,19.4,16
1985-10-31,20.8,,
1985-11-01,18.9,,
1985-11-03,13.5,20,16.75
1985-11-04,12.7,,
1985-11-05,12,16.8,14.4
1985-11-06,17.2,,
1985-11-08,11.4,17,14.2
1985-11-10,7.7,16.1,11.9
1985-11-11,11,17,14
1985-11-12,18.3,,
1985-11-13,12,19.8,15.9
1985-11-14,13.2,19.6,16.4
1985-11-16,13.5,21.7,17.6
1985-11-17,13.6,18.9,16.25
1985-11-18,12.3,18.9,15.6
1985-11-19,11.5,18.3,14.9
1985-11-20,10.3,17.4,13.85
1985-11-21,10.8,18.9,14.85
1985-11-22,11,,
1985-11-24,10.3,17,13.65
1985-11-26,11.5,19.1,15.3
1985-11-27,11.3,18.1,14.7
1985-11-29,10.6,17.2,13.9
1985-11-30,10.8,17.2,14
1985-12-01,11.3,16.6,13.95
1985-12-02,10.8,16.2,13.5
1985-12-03,10.8,,
1985-12-04,10.7,16.9,13.8
1985-12-05,11.2,17.9,14.55
1985-12-06,11,17.3,14.15
1985-12-07,11.5,,
1985-12-08,11.3,16.9,14.1
1985-12-12,9,15.3,12.15
1985-12-13,9.3,14.6,11.95
1985-12-14,10.4,17,13.7
1985-12-15,10.8,17.1,13.95
1985-12-16,11.6,18.4,15
1985-12-18,11.2,16.6,13.9
1985-12-20,8.2,13.6,10.9
1985-12-23,18.4,,
1985-12-24,1,17.4,9.2
1985-12-25,9.4,17.5,13.45
1985-12-26,9.5,14.3,11.9
1985-12-30,12,,
1986-01-01,8,13.2,10.6
1986-01-02,8,14.4,11.2
1986-01-06,7.4,16.8,12.1
1986-01-07,9.5,15.4,12.45
1986-01-08,9.3,15.5,12.4
1986-01-10,8.6,16.1,12.35
1986-01-11,9,16.1,12.55
1986-01-12,8.3,14.9,11.6
1986-01-13,8,15.6,11.8
1986-01-15,9,14.2,11.6
1986-01-18,5.6,16,10.8
1986-01-20,8,16.5,12.25
1986-01-22,9.5,14.9,12.2
1986-01-25,9,,
1986-01-26,9.6,15.3,12.45
1986-01-27,8.7,16.6,12.65
1986-01-30,9.6,16.2,12.9
1986-01-31,10.4,16.3,13.35
1986-02-01,9.2,,
1986-02-02,8.5,13.9,11.2
1986-02-05,8.8,16.5,12.65
1986-02-06,9.2,16.1,12.65
1986-02-07,10,14.9,12.45
1986-02-08,9,17,13
1986-02-09,10,17.5,13.75
1986-02-10,19.7,,
1986-02-11,17.8,,
1986-02-13,17,,
1986-02-14,9.7,17,13.35
1986-02-18,8.6,14.7,11.65
1986-03-06,9.6,18.3,13.95
1986-03-08,11,17.5,14.25
1986-03-11,20.5,,
1986-03-12,14,22.2,18.1
1986-03-14,14.6,22.4,18.5
1986-03-15,15.6,23.8,19.7
1986-03-18,12,20.3,16.15
1986-03-19,14.4,21.5,17.95
1986-03-24,15.7,23.3,19.5
1986-03-25,15.8,22.9,19.35
1986-03-26,15,22,18.5
1986-03-27,15.4,23,19.2
1986-03-28,15.3,23.2,19.25
1986-03-29,16,,
1986-04-01,16,25.4,20.7
1986-04-02,17.3,25.4,21.35
1986-04-03,17.7,24.2,20.95
1986-04-04,13.5,20.7,17.1
1986-04-06,19.6,,
1986-04-07,13,20.4,16.7
1986-04-08,14,21.1,17.55
1986-04-10,14.6,19.7,17.15
1986-04-11,15,22,18.5
1986-04-13,16,,
1986-04-14,16,23.2,19.6
1986-04-15,16.4,21.6,19
1986-04-16,17.2,23.4,20.3
1986-04-17,18.3,26.3,22.3
1986-04-19,26.3,,
1986-04-20,17.1,24.6,20.85
1986-04-21,24.6,,
1986-04-27,12,,
1986-04-28,14.3,20.2,17.25
1986-04-30,13.4,20.7,17.05
1986-05-01,20.5,,
1986-05-02,15.8,20.1,17.95
1986-05-03,16.7,22.8,19.75
1986-05-04,14.3,22.2,18.25
1986-05-08,22.3,,
1986-05-09,17.5,23.4,20.45
1986-05-10,17.7,25.6,21.65
1986-05-11,23.6,,
1986-05-12,22.4,,
1986-05-13,15,22.4,18.7
1986-05-14,16,22.8,19.4
1986-05-16,21.4,,
1986-05-19,23.8,,
1986-05-20,16.2,24.1,20.15
1986-05-21,16,23.8,19.9
1986-05-22,24.3,,
1986-05-23,17.6,24.1,20.85
1986-05-24,24,,
1986-05-25,17.4,24.7,21.05
1986-05-26,25.2,,
1986-05-29,17.7,24,20.85
1986-05-30,17.8,25.1,21.45
1986-05-31,16,24.9,20.45
1986-06-01,17.6,24.7,21.15
1986-06-02,18.3,24,21.15
1986-06-04,25.7,,
1986-06-05,25.8,,
1986-06-06,19.6,24.2,21.9
1986-06-07,25.4,,
1986-06-09,19,,
1986-06-10,19.6,25.7,22.65
1986-06-12,19.5,24.4,21.95
1986-06-13,24.5,,
1986-06-14,18.9,25.5,22.2
1986-06-15,25,,
1986-06-16,23.7,,
1986-06-17,19.4,25.3,22.35
1986-06-18,19.5,24.3,21.9
1986-06-19,19.5,25.9,22.7
1986-06-20,19.5,25.7,22.6
1986-06-22,20.3,29.6,24.95
1986-06-24,20.7,25.6,23.15
1986-06-25,20,26.6,23.3
1986-06-27,24.9,,
1986-07-02,19.3,,
1986-07-05,22.7,,
1986-07-06,26.3,,
1986-07-07,24.4,,
1986-07-08,18.6,22.2,20.4
1986-07-09,18.8,25.4,22.1
1986-07-10,25.9,,
1986-07-13,20,,
1986-07-14,25.7,,
1986-07-16,22.7,,
1986-07-17,19.6,22.2,20.9
1986-07-19,19.6,24.8,22.2
1986-07-21,18.4,25.8,22.1
1986-07-23,19,24.4,21.7
1986-07-24,19.1,23.8,21.45
1986-07-25,18,22.8,20.4
1986-07-26,24.1,,
1986-07-29,18.5,,
1986-07-30,18.6,,
1986-08-01,18.4,22,20.2
1986-08-02,17.8,22,19.9
1986-08-04,24.8,,
1986-08-08,25.1,,
1986-08-09,20.6,26.5,23.55
1986-08-10,21,27.3,24.15
1986-08-11,22,26.4,24.2
1986-08-16,19.7,23.5,21.6
1986-08-17,18.7,29.1,23.9
1986-08-18,19.1,25,22.05
1986-08-20,18.2,26.6,22.4
1986-08-21,19,24.1,21.55
1986-08-29,19.2,24.7,21.95
1986-09-02,18.5,22.9,20.7
1986-09-03,24.1,,
1986-09-16,17.6,22.7,20.15
1986-09-17,17.6,22.6,20.1
1986-09-18,17.8,22.9,20.35
1986-09-27,20.4,,
1986-09-28,14.8,21,17.9
1986-09-29,16,21.5,18.75
1986-09-30,16,20.8,18.4
1986-10-02,15.7,,
1986-10-05,16.5,,
1986-10-06,16,19.1,17.55
1986-10-07,17.8,,
1986-10-10,15.4,20.1,17.75
1986-10-11,15.3,20.1,17.7
1986-10-12,14.8,20.9,17.85
1986-10-13,15,20,17.5
1986-10-23,14.6,21.3,17.95
1986-10-24,14,21.5,17.75
1986-10-25,21.9,,
1986-10-26,12.5,20.6,16.55
1986-10-27,19.3,,
1986-11-13,10.2,18.4,14.3
1986-11-22,12,18.1,15.05
1986-11-24,11,17.2,14.1
1986-11-26,11.6,17.3,14.45
1986-11-29,10.4,17.7,14.05
1986-11-30,11,18.4,14.7
1986-12-08,17,,
1986-12-10,9.5,17.3,13.4
1986-12-11,9.3,16.8,13.05
1986-12-12,8.8,15.2,12
1986-12-14,13.5,,
1986-12-15,7.2,,
1986-12-17,7.3,13.9,10.6
1986-12-19,7.3,15.4,11.35
1986-12-20,8.3,15.8,12.05
1986-12-26,8.3,16,12.15
1986-12-28,10.3,,
1986-12-31,6,,
1987-01-03,5,13.6,9.3
1987-01-04,6.6,15.6,11.1
1987-01-08,19.7,,
1987-02-09,8.6,16.9,12.75
1987-02-10,8.5,16.6,12.55
1987-02-12,10.5,14.4,12.45
1987-02-13,10.6,17.8,14.2
1987-02-17,17,,
1987-02-18,10.6,16.4,13.5
1987-02-19,10.4,17.9,14.15
1987-02-21,10.6,18.6,14.6
1987-02-24,19.8,,
1987-03-01,9.5,15.5,12.5
1987-03-02,9.2,,
1987-03-03,17.6,,
1987-03-04,17.8,,
1987-03-13,13.2,,
1987-03-16,11.6,15.9,13.75
1987-03-17,11.8,17,14.4
1987-03-18,11.6,17.9,14.75
1987-03-22,20.5,,
1987-03-23,13.8,20.2,17
1987-03-24,14,21,17.5
1987-03-26,16.5,22.3,19.4
1987-03-28,15.6,23,19.3
1987-03-29,17.4,23.2,20.3
1987-03-30,16.3,21.2,18.75
1987-03-31,22.3,,
1987-04-01,14.3,22.2,18.25
1987-04-06,18,23.4,20.7
1987-04-07,23.8,,
1987-04-08,23.6,,
1987-04-09,15.1,23.5,19.3
1987-04-16,17,24.3,20.65
1987-04-21,23.5,,
1987-04-27,10.5,17.1,13.8
1987-05-09,15.1,20.8,17.95
1987-05-10,16.7,22.4,19.55
1987-05-20,26.7,,
1987-05-21,25.8,,
1987-05-22,19.6,24.9,22.25
1987-06-03,18.5,24.2,21.35
1987-06-05,19.6,22.8,21.2
1987-06-06,19,23.8,21.4
1987-06-09,19.4,26,22.7
1987-06-12,19.3,25.3,22.3
1987-06-16,20,25.9,22.95
1987-06-18,20.5,25.5,23
1987-06-20,19.5,22,20.75
1987-07-08,19,25.1,22.05
1987-07-12,19.3,,
1987-07-13,25.4,,
1987-07-14,24.6,,
1987-07-16,19.5,,
1987-07-19,25,,
1987-07-21,19.8,25,22.4
1987-07-22,19.8,26.2,23
1987-07-24,19.5,21.6,20.55
1987-08-01,20.2,,
1987-08-08,18.4,33.5,25.95
1987-08-14,16.2,,
1987-08-16,23.6,,
1987-08-30,19,24.2,21.6
1987-09-02,18.8,,
1987-09-03,19.2,24.7,21.95
1987-09-05,24.8,,
1987-09-14,18.3,25.6,21.95
1987-09-15,18.5,23.4,20.95
1987-09-16,18.7,23.8,21.25
1987-09-20,17.9,23.2,20.55
1987-09-24,18.4,22.9,20.65
1987-10-01,21.2,,
1987-10-02,16.2,22.6,19.4
1987-10-09,16.1,21.8,18.95
1987-10-10,15.6,21.5,18.55
1987-10-12,20.7,,
1987-10-13,21.4,,
1987-10-15,16,,
1987-10-18,15.6,23.8,19.7
1987-10-20,14.7,,
1987-10-29,14.5,19.6,17.05
1987-10-31,14,19.5,16.75
1987-11-01,13.4,18.6,16
1987-11-04,13.5,20.3,16.9
1987-11-05,13.4,21,17.2
1987-11-06,14.6,21,17.8
1987-11-09,14.5,21.2,17.85
1987-11-10,13,19.2,16.1
1987-11-13,21.8,,
1987-11-14,12.5,20,16.25
1987-11-16,11.2,22.5,16.85
1987-11-18,12,19.3,15.65
1987-11-19,11.8,18.5,15.15
1987-11-29,11.3,18,14.65
1987-11-30,12,18.3,15.15
1987-12-02,18.3,,
1987-12-06,10.6,17.2,13.9
1987-12-18,9.4,16.7,13.05
1987-12-27,8.8,16.3,12.55
1987-12-28,9.4,14.9,12.15
1987-12-29,8.4,16.3,12.35
1988-01-02,9.3,15.7,12.5
1988-01-03,9.6,15.9,12.75
1988-01-04,8.8,15.3,12.05
1988-01-07,8.6,15.6,12.1
1988-01-08,18.4,,
1988-01-10,7.8,13.4,10.6
1988-01-11,8.8,,
1988-01-14,8.4,15.6,12
1988-01-16,7.9,13.5,10.7
1988-01-18,9.2,13.6,11.4
1988-01-19,7.8,14.3,11.05
1988-02-05,18.2,,
1988-02-06,11.4,,
1988-02-08,17.8,,
1988-02-12,12.2,17.2,14.7
1988-02-15,8.5,17.6,13.05
1988-02-17,9.5,16.2,12.85
1988-02-18,9.3,,
1988-02-19,10.9,,
1988-02-20,10.5,16.5,13.5
1988-03-08,12.8,19.5,16.15
1988-03-26,15.1,22.5,18.8
1988-03-31,15,,
1988-04-05,17.8,25.6,21.7
1988-04-06,19.8,26.7,23.25
1988-04-08,18.9,25.8,22.35
1988-04-10,19,26.6,22.8
1988-04-18,12.5,,
1988-04-19,21.4,,
1988-04-21,14.6,21.8,18.2
1988-04-25,16.7,23.6,20.15
1988-04-28,17.2,25.3,21.25
1988-04-29,17.2,23.4,20.3
1988-05-01,24.4,,
1988-05-22,17.2,,
1988-05-31,18.7,23.8,21.25
1988-06-03,17.8,25.8,21.8
1988-06-05,16.2,25.4,20.8
1988-06-07,20,25.8,22.9
1988-06-12,26.5,,
1988-06-18,17.9,24.6,21.25
1988-06-22,18.7,24.5,21.6
1988-06-23,25.3,,
1988-06-30,25.2,,
1988-08-02,28,,
1988-08-17,18.6,25.9,22.25
1988-08-24,18.7,22.4,20.55
1988-08-25,21.3,,
1988-10-02,17.2,24,20.6
1988-10-03,17,,
1988-10-13,17.5,24.1,20.8
1988-10-24,14.4,21.7,18.05
1988-10-30,14.3,21.9,18.1
1988-10-31,13,20.5,16.75
1988-11-01,13.4,20.8,17.1
1988-11-14,21,,
1988-11-22,20.4,,
1988-11-24,11.5,20.6,16.05
1988-11-28,10.6,,
1988-11-29,19.2,,
1988-12-09,10.2,,
1988-12-11,10.8,,
1988-12-20,16.8,,
1988-12-22,9.1,17.3,13.2
1988-12-27,5.8,16.3,11.05
1988-12-29,15.8,,
1989-01-02,17.8,,
1989-01-04,6.2,15.4,10.8
1989-01-14,5.7,13.4,9.55
1989-01-17,5.9,,
1989-01-21,6,13.9,9.95
1989-02-02,9,,
1989-02-05,10,16.8,13.4
1989-02-07,10.2,17.8,14
1989-02-17,14.9,,
1989-02-18,8.2,,
1989-03-04,11.2,18.5,14.85
1989-03-13,10.2,17,13.6
1989-04-04,14.8,22,18.4
1989-04-10,17.4,24.8,21.1
1989-04-14,17,24.4,20.7
1989-04-20,28.2,,
1989-04-23,20.3,27.7,24
1989-05-01,15.8,,
1989-05-02,16,,
1989-05-07,21.4,29.2,25.3
1989-05-08,21.8,,
1989-05-09,20.2,27.3,23.75
1989-05-10,19.1,28.3,23.7
1989-05-11,28.3,,
1989-05-16,17.1,24.8,20.95
1989-05-21,26.3,,
1989-05-22,18.4,,
1989-05-23,18.4,23.5,20.95
1989-05-24,19.6,27,23.3
1989-05-27,20.5,,
1989-05-28,16.1,,
1989-06-01,17.7,24.2,20.95
1989-06-05,17.5,24.3,20.9
1989-06-25,24.8,,
1989-06-26,18.5,24.7,21.6
1989-06-28,19,23.5,21.25
1989-07-01,19,,
1989-07-11,22.4,,
1989-07-14,17.5,21.4,19.45
1989-07-17,18.3,22.1,20.2
1989-08-04,19.2,24.8,22
1989-08-23,25.4,,
1989-09-04,21,,
1989-09-08,18.3,24,21.15
1989-09-11,18.5,24.3,21.4
1989-09-13,18.6,24.8,21.7
1989-09-14,20.5,,
1989-09-15,18.8,24.1,21.45
1989-09-16,18,23.8,20.9
1989-09-22,23,,
1989-09-23,18.4,22.2,20.3
1989-09-28,17.3,18.6,17.95
1989-10-07,17.8,22.7,20.25
1989-10-08,17,22.6,19.8
1989-10-10,15.9,22.9,19.4
1989-10-13,23.5,,
1989-10-17,17.1,22.9,20
1989-10-18,15.5,21.5,18.5
1989-11-02,20.1,,
1989-11-03,11.3,18.3,14.8
1989-11-05,12.3,17.5,14.9
1989-11-12,12.2,,
1989-11-28,10.7,18.4,14.55
1989-11-29,9,,
1989-12-01,9.9,,
1989-12-03,10.9,19.1,15
1989-12-05,9.2,16.5,12.85
1989-12-17,9.1,16.5,12.8
1989-12-19,8.1,14.6,11.35
1989-12-20,7.8,15,11.4
1989-12-22,8.2,15.1,11.65
1989-12-24,8.5,13.4,10.95
1989-12-25,7.4,15.8,11.6
1990-01-01,14.1,,
1990-01-05,7.6,15.4,11.5
1990-01-08,8,,
1990-01-10,7.1,,
1990-01-12,8.8,16.9,12.85
1990-01-13,10.1,,
1990-01-15,16.3,,
1990-01-28,17.6,,
1990-01-31,17.4,,
1990-02-09,10.3,,
1990-02-18,8.4,15,11.7
1990-02-20,18,,
1990-03-02,10,17.1,13.55
1990-03-04,16,,
1990-03-05,16.3,,
1990-03-06,9.5,17.1,13.3
1990-03-07,9,17,13
1990-03-08,8.5,16.4,12.45
1990-03-09,9.3,17.9,13.6
1990-03-16,12.3,21.5,16.9
1990-03-17,21.6,,
1990-03-21,11.5,21.6,16.55
1990-03-22,21.6,,
1990-03-29,10.4,,
1990-03-30,10.6,,
1990-05-04,21.1,,
1990-05-07,16.2,24.6,20.4
1990-05-13,24.6,,
1990-06-01,19.7,,
1990-06-13,19,25.6,22.3
1990-06-15,19.3,25.9,22.6
1990-06-23,19.3,,
1990-07-03,20.2,26.1,23.15
1990-07-04,19,24.6,21.8
1990-07-05,19.2,24.4,21.8
1990-07-08,19.3,23.9,21.6
1990-07-13,19.2,24.4,21.8
1990-07-14,19,,
1990-07-16,19,24.2,21.6
1990-07-17,19.1,23.8,21.45
1990-07-18,19.2,23.4,21.3
1990-07-24,19.8,25.9,22.85
1990-08-31,20.5,,
1990-09-03,19.4,,
1990-09-05,26.3,,
1990-09-25,16.7,19.3,18
1990-09-29,23.1,,
1990-10-01,16.5,23.4,19.95
1990-10-02,17,23.1,20.05
1990-10-03,17,23.5,20.25
1990-10-19,15.5,22.5,19
1990-10-24,13.8,,
1990-10-30,13.6,21.3,17.45
1990-10-31,13.9,21.4,17.65
1990-11-05,13,21.6,17.3
1990-11-06,21.1,,
1990-11-12,14.2,22.7,18.45
1990-11-13,24.4,,
1990-11-18,22.2,,
1990-11-19,11.4,21.4,16.4
1990-11-27,11.2,18.9,15.05
1990-12-21,19.4,,
1990-12-28,9.1,15.2,12.15
1991-01-01,7.3,11.4,9.35
1991-01-02,11,,
1991-01-15,5,14.1,9.55
1991-01-21,4,10.1,7.05
1991-01-23,4.5,,
1991-01-27,8.7,18.4,13.55
1991-01-28,9.8,19.8,14.8
1991-02-01,8.6,17.5,13.05
1991-02-02,16.6,,
1991-02-03,16.4,,
1991-02-04,7.4,15.3,11.35
1991-02-06,6.8,,
1991-02-09,9.2,,
1991-02-10,9.8,17,13.4
1991-02-11,10.8,16.1,13.45
1991-02-15,8.9,18,13.45
1991-02-17,17.8,,
1991-02-18,10,18.2,14.1
1991-02-20,11.6,18.7,15.15
1991-03-04,11,,
1991-03-17,23.9,,
1991-03-20,25,,
1991-04-25,25,,
1991-07-12,18.4,25.5,21.95
1991-07-22,19.5,27.1,23.3
1991-07-25,20,26.8,23.4
1991-08-01,19.4,,
1991-08-05,19.2,,
1991-08-06,26.3,,
1991-08-12,19.6,,
1991-08-13,20.2,25.5,22.85
1991-08-16,19,25.2,22.1
1991-08-17,19,,
1991-08-19,19,26.7,22.85
1991-08-24,26.5,,
1991-08-27,25.3,,
1991-08-30,18.7,26.7,22.7
1991-08-31,19.2,24.6,21.9
1991-09-02,18.6,24.3,21.45
1991-09-10,17.5,19.2,18.35
1991-09-17,25.2,,
1991-09-18,18,24.2,21.1
1991-09-21,18,24.4,21.2
1991-09-22,18.3,25.2,21.75
1991-09-25,17.8,25.3,21.55
1991-09-26,17,23.7,20.35
1991-09-27,17.5,23.3,20.4
1991-09-29,18.3,,
1991-10-03,18.5,,
1991-10-04,18.5,24.5,21.5
1991-10-05,23.8,,
1991-10-06,17.4,22.9,20.15
1991-10-13,16,24.7,20.35
1991-10-19,16.6,22.3,19.45
1991-10-20,22.2,,
1991-10-23,15.4,23.7,19.55
1991-11-05,12,19.8,15.9
1991-11-07,12.6,,
1991-11-11,12.3,22.5,17.4
1991-11-17,11.6,21.5,16.55
1991-11-19,11,20,15.5
1991-11-23,10.5,,
1991-12-02,7.2,14.7,10.95
1991-12-05,9.2,16.9,13.05
1991-12-07,20.1,,
1991-12-12,18.5,,
1991-12-17,10.6,20.3,15.45
1991-12-18,11,20.8,15.9
1991-12-20,9.5,18.2,13.85
1991-12-22,9.1,,
1991-12-23,8.2,,
1991-12-24,7.8,13.1,10.45
1991-12-25,7.8,12.7,10.25
1991-12-27,5.2,,
1991-12-29,4.4,13.1,8.75
1991-12-30,2.9,10.9,6.9
1991-12-31,3,,
1992-01-02,3.8,12.7,8.25
1992-01-12,6.5,,
1992-01-13,13.8,,
1992-01-14,7.2,,
1992-01-15,7.4,12.7,10.05
1992-01-16,7.6,15,11.3
1992-01-17,6.8,,
1992-01-24,7.5,,
1992-01-26,9,16.9,12.95
1992-01-27,9.6,18,13.8
1992-02-02,7,11.5,9.25
1992-02-05,14.2,,
1992-02-06,6.6,,
1992-02-07,10,,
1992-02-21,7.9,16.5,12.2
1992-02-28,8.6,,
1992-03-01,16.8,,
1992-03-03,10.6,18.7,14.65
1992-03-13,12.4,21.8,17.1
1992-03-16,21.3,,
1992-03-18,12.4,20.9,16.65
1992-03-19,13,21.6,17.3
1992-03-20,14.4,22.5,18.45
1992-03-27,16.3,23.2,19.75
1992-03-28,15.1,25.1,20.1
1992-03-31,25.2,,
1992-04-03,14.8,23.8,19.3
1992-04-04,16,,
1992-04-14,21.3,,
1992-05-27,15.8,24.2,20
1992-06-01,18.8,,
1992-06-04,20,27.6,23.8
1992-06-23,23.2,,
1992-06-25,18.6,,
1992-06-26,18.4,26,22.2
1992-07-03,18.8,25.2,22
1992-07-09,17.5,,
1992-07-21,26.1,,
1992-08-01,19.2,26.1,22.65
1992-08-05,18.6,,
1992-08-06,18.6,24.7,21.65
1992-08-07,18.7,,
1992-08-11,25.7,,
1992-08-12,20.5,26.5,23.5
1992-08-13,20.3,27.7,24
1992-08-14,26.6,,
1992-08-18,19.5,27.8,23.65
1992-08-28,19.5,24.8,22.15
1992-09-02,21.4,27.6,24.5
1992-09-08,19.2,26.1,22.65
1992-09-11,25.5,,
1992-09-15,17.5,23.3,20.4
1992-09-16,18,24.7,21.35
1992-09-17,17.6,22.7,20.15
1992-09-20,17.6,25.3,21.45
1992-10-05,16,25,20.5
1992-10-09,17.5,,
1992-10-18,15.5,23,19.25
1992-10-20,15.4,,
1992-11-06,20.7,,
1992-11-08,11.9,20.6,16.25
1992-11-12,12.6,20.8,16.7
1992-11-20,12,,
1992-11-22,12.4,20.4,16.4
1992-11-24,9.9,,
1992-11-25,9.9,17.8,13.85
1992-11-26,10.1,,
1992-11-27,9.5,18.4,13.95
1992-11-30,10.5,,
1992-12-01,9.9,19.6,14.75
1992-12-02,18,,
1992-12-07,8.3,17.3,12.8
