Local time in Rikaze,T,Po,P,Pa,U,Ff,ff10,ff3,Tn,Tx,H,Td,RRR,tR
28.10.2018 02:00,-0.4,482.2,,0.7,27,1,,,,12.3,,-17.1,,
27.10.2018 23:00,5.2,481.5,,1.5,12,4,,,,,,-21.9,,
27.10.2018 20:00,4.1,480,,-0.1,14,0,,,,,,-21,,
27.10.2018 17:00,11.4,480.1,,-2.1,5,2,,,,,1500-2000,-27,,
27.10.2018 14:00,9.2,482.2,,-1.5,9,2,,,-6.8,,,-22.1,,
27.10.2018 11:00,6,483.7,,1,15,2,,,,,,-18.7,,
27.10.2018 08:00,-6.2,482.7,,1.2,58,1,,,,,,-13.3,,
27.10.2018 05:00,-2.6,481.5,,0.4,43,1,,,,,,-13.7,,
27.10.2018 02:00,-3.2,481.1,,0.7,42,1,,,,11.4,,-14.3,,
26.10.2018 23:00,-1.7,480.4,,1.3,37,1,,,,,,-14.5,,
26.10.2018 20:00,4.9,479.1,,-0.2,14,1,,,,,,-20.4,,
26.10.2018 17:00,11.2,479.3,,-2.3,8,2,,,,,,-21.9,,
26.10.2018 14:00,8,481.6,,-1.1,12,1,,,-7.2,,,-19.7,,
26.10.2018 11:00,6,482.7,,0.9,17,3,,,,,,-17.2,,
26.10.2018 08:00,-6.7,481.8,,0.9,64,0,,,,,,-12.4,,
26.10.2018 05:00,-4.9,480.9,,0.6,60,1,,,,,,-11.5,,
26.10.2018 02:00,-1.1,480.3,,0.5,42,1,,,,11.5,,-12.4,,
25.10.2018 23:00,5.7,479.8,,1.3,20,3,,,,,,-15.5,,
25.10.2018 20:00,6.5,478.5,,0,19,2,,,,,1500-2000,-15.5,,
25.10.2018 17:00,10.7,478.5,,-1.9,14,3,,,,,1500-2000,-15.7,,
25.10.2018 14:00,8.6,480.4,,-1.4,17,1,,,-3.1,,1500-2000,-15.1,,
25.10.2018 11:00,5.9,481.8,,1.1,26,2,,,,,,-12.1,,
25.10.2018 08:00,-2,480.7,,0.7,49,1,,,,,,-11.5,,
25.10.2018 05:00,-0.6,480,,0.3,42,1,,,,,,-12.2,,
25.10.2018 02:00,-0.2,479.7,,0.9,40,0,,,,11.5,,-12.2,,
24.10.2018 23:00,4.5,478.8,,1.4,23,2,,,,,,-14.8,,
24.10.2018 20:00,5.9,477.4,,-0.1,15,0,,,,,,-18.8,,
24.10.2018 17:00,11.5,477.5,,-1.9,9,2,,,,,,-20.3,,
24.10.2018 14:00,9.4,479.4,,-1.5,11,3,,,-5.2,,,-19.6,,
24.10.2018 11:00,5.9,480.9,,1,20,2,,,,,,-15.4,,
24.10.2018 08:00,-4.6,479.9,,0.7,49,0,,,,,,-13.9,,
24.10.2018 05:00,1.2,479.2,,-0.1,22,1,,,,,,-18.2,,
24.10.2018 02:00,4.6,479.3,,0.6,18,2,,,,13.1,,-17.7,,
23.10.2018 23:00,7.5,478.7,,2.1,12,4,,,,,,-20.1,,
23.10.2018 20:00,10.4,476.6,,-0.1,8,5,,,,,2000-2500,-22.5,,
23.10.2018 17:00,11.5,476.7,,-2.4,9,3,,,,,1500-2000,-20.3,,
23.10.2018 14:00,10.4,479.1,,-1.8,14,2,,,-4.5,,,-16,,
23.10.2018 11:00,6.8,480.9,,1.2,22,1,,,,,,-13.4,,
23.10.2018 08:00,-4,479.7,,0.6,48,0,,,,,,-13.6,,
23.10.2018 05:00,-0.7,479.1,,0.1,32,2,,,,,,-15.3,,
23.10.2018 02:00,3.6,479,,0.7,24,1,,,,14.9,,-15.1,,
22.10.2018 23:00,7.6,478.3,,1.9,11,2,,,,,,-21,,
22.10.2018 20:00,10.5,476.4,,-0.3,5,1,,,,,1500-2000,-27.6,,
22.10.2018 17:00,13.6,476.7,,-2.6,4,4,,,,,1500-2000,-27.8,,
22.10.2018 14:00,12.4,479.3,,-1.9,10,1,,,-4.9,,1500-2000,-18.4,,
22.10.2018 11:00,8.2,481.2,,1,20,2,,,,,,-13.4,,
22.10.2018 08:00,-4.4,480.2,,0.8,52,0,,,,,,-12.8,,
22.10.2018 05:00,0.9,479.4,,-0.2,29,1,,,,,,-15.1,,
22.10.2018 02:00,4.3,479.6,,0.5,22,1,,,,15.7,,-15.6,,
21.10.2018 23:00,9.6,479.1,,1.5,11,5,,,,,,-19.5,,
21.10.2018 20:00,12.5,477.6,,-0.1,5,2,,,,,1500-2000,-26.2,,
21.10.2018 17:00,15.3,477.7,,-2.6,6,4,,,,,1500-2000,-22.1,,
21.10.2018 14:00,13.1,480.3,,-1.9,9,1,,,-4.1,,1500-2000,-19.1,,
21.10.2018 11:00,8.8,482.2,,1.1,18,2,,,,,,-14.2,,
21.10.2018 08:00,-4,481.1,,1,52,1,,,,,,-12.4,,
21.10.2018 05:00,-1,480.1,,0.1,40,1,,,,,,-12.9,,
21.10.2018 02:00,6.1,480,,0.6,17,1,,,,15.4,,-17.1,,
20.10.2018 23:00,2.7,479.4,,1.4,26,2,,,,,,-14.9,,
20.10.2018 20:00,9,478,,-0.2,14,0,,,,,1500-2000,-17.1,,
20.10.2018 17:00,15,478.2,,-2.2,6,3,,,,,1500-2000,-22.3,,
20.10.2018 14:00,12.2,480.4,,-1.7,7,3,,,-1,,1500-2000,-22.7,,
20.10.2018 11:00,8.4,482.1,,1.2,13,2,,,,,,-18.4,,
20.10.2018 08:00,-0.8,480.9,,1.1,36,1,,,,,,-14,,
20.10.2018 05:00,6,479.8,,0.3,13,2,,,,,,-20.4,,
20.10.2018 02:00,7.9,479.5,,1,11,2,,,,16.1,,-20.8,,
19.10.2018 23:00,9.2,478.5,,1.9,9,3,,,,,,-22.1,,
19.10.2018 20:00,13.1,476.6,,-0.4,3,1,,,,,1500-2000,-31.2,,
19.10.2018 17:00,14.9,477,,-1.8,7,7,,,,,1500-2000,-20.6,,
19.10.2018 14:00,13.2,478.8,,-1.8,10,1,,,-2.3,,1500-2000,-17.8,,
19.10.2018 11:00,9.4,480.6,,1.1,20,2,,,,,,-12.4,,
19.10.2018 08:00,-1,479.5,,0.9,41,1,,,,,,-12.6,,
19.10.2018 05:00,1.3,478.6,,,33,1,,,,,,-13.2,,
19.10.2018 02:00,7.7,478.5,,,15,2,,,,16.2,,-17.3,,
18.10.2018 23:00,10.5,477.6,,1.5,10,5,,,,,,-19.9,,
18.10.2018 20:00,9.8,476.1,,0,13,2,,,,,2000-2500,-17.3,,
18.10.2018 17:00,15.4,476.1,,-2.4,7,3,,,,,1500-2000,-20.3,,
18.10.2018 14:00,13.2,478.5,,-1.5,6,3,,,-1.5,,,-23.7,,
18.10.2018 11:00,10,480,,1.2,15,5,,,,,,-15.5,,
18.10.2018 08:00,-1.4,478.8,,0.8,42,1,,,,,,-12.9,,
18.10.2018 05:00,2.3,478,,0.1,30,1,,,,,,-13.5,,
18.10.2018 02:00,9.2,477.9,,0.6,14,2,,,,17.5,,-16.9,,
17.10.2018 23:00,11.7,477.3,,1.9,11,4,,,,,,-17.8,,
17.10.2018 20:00,15,475.4,,0.2,7,3,,,,,1500-2000,-20.6,,
17.10.2018 17:00,16.4,475.2,,-2.6,9,3,,,,,1500-2000,-16.6,,
17.10.2018 14:00,14.8,477.8,,-2.1,10,1,,,-4.6,,1500-2000,-16.5,,
17.10.2018 11:00,9.4,479.9,,0.5,21,1,,,,,,-11.8,,
17.10.2018 08:00,-4.3,479.4,,0.5,66,0,,,,,,-9.7,,
17.10.2018 05:00,-3.1,478.9,,-0.4,60,0,,,,,,-9.8,,
17.10.2018 02:00,-1.1,479.3,,-0.1,46,0,,,,17.1,,-11.5,,
16.10.2018 23:00,0.1,479.4,,0.9,43,1,,,,,,-11,,
16.10.2018 20:00,8.9,478.5,,-0.5,13,0,,,,,"2500 or more, or no clouds.",-18,,
16.10.2018 17:00,16.7,479,,-2.2,3,4,,,,,"2500 or more, or no clouds.",-28.8,,
16.10.2018 14:00,13.7,481.2,,-1.2,5,3,,,-3.9,,"2500 or more, or no clouds.",-25.3,,
16.10.2018 11:00,10,482.4,,1.4,16,1,,,,,,-14.7,,
16.10.2018 08:00,-2.8,481,,1,54,1,,,,,,-11,,
16.10.2018 05:00,-1.8,480,,0.1,46,1,,,,,,-11.9,,
16.10.2018 02:00,0,479.9,,0.8,39,1,,,,16.1,,-12.3,,
15.10.2018 23:00,0.5,479.1,,1.3,42,1,,,,,,-11.2,,
15.10.2018 20:00,8.2,477.8,,0,14,1,,,,,,-17.7,,
15.10.2018 17:00,15.3,477.8,,-2.2,4,3,,,,,,-26.6,,
15.10.2018 14:00,13.2,480,,-1.1,4,7,,,-0.6,,,-28.1,,
15.10.2018 11:00,10,481.1,,1.1,7,3,,,,,,-24.3,,
15.10.2018 08:00,2.5,480,,1.2,14,1,,,,,,-22.3,,
15.10.2018 05:00,7.5,478.8,,0.3,8,3,,,,,,-24.7,,
15.10.2018 02:00,1.6,478.5,,0.6,29,1,,,,16.7,,-14.5,,
14.10.2018 23:00,2.2,477.9,,0.9,39,1,,,,,,-10.6,,
14.10.2018 20:00,9,477,,-0.6,12,1,,,,,1500-2000,-18.9,,
14.10.2018 17:00,15.7,477.6,,-2.1,3,3,,,,,1500-2000,-29.5,,
14.10.2018 14:00,14,479.7,,-1.2,4,6,,,-1.8,,1500-2000,-27.6,,
14.10.2018 11:00,10.1,480.9,,1.2,10,4,,,,,,-20.2,,
14.10.2018 08:00,-1.2,479.7,,0.9,33,1,,,,,,-15.4,,
14.10.2018 05:00,6.4,478.8,,0.5,12,2,,,,,,-21,,
14.10.2018 02:00,9.2,478.3,,0.4,10,2,,,,17.9,,-20.9,,
13.10.2018 23:00,11.5,477.9,,1.8,8,4,,,,,,-21.7,,
13.10.2018 20:00,12.8,476.1,,-0.5,6,2,,,,,2000-2500,-24,,
13.10.2018 17:00,17.1,476.6,,-2.5,5,6,,,,,1500-2000,-22.9,,
13.10.2018 14:00,14.3,479.1,,-1.7,6,5,,,0.5,,1500-2000,-22.9,,
13.10.2018 11:00,11,480.8,,0.8,18,3,,,,,,-12.4,,
13.10.2018 08:00,2.1,480,,1.1,43,2,,,,,,-9.2,,
13.10.2018 05:00,0.8,478.9,,0.1,59,3,,,,,,-6.5,,
13.10.2018 02:00,2.8,478.8,,0.4,80,1,,,,16.4,,-0.3,,
12.10.2018 23:00,5.8,478.4,,1.4,62,0,,,,,,-0.9,,
12.10.2018 20:00,12.1,477,,0,31,1,,,,,2000-2500,-4.5,,
12.10.2018 17:00,15.9,477,,-2.7,23,4,,,,,1500-2000,-5.2,,
12.10.2018 14:00,13.4,479.7,,-1.2,19,1,,,-2.3,,2000-2500,-9.8,,
12.10.2018 11:00,8.8,480.9,,0.6,31,2,,,,,1500-2000,-7.4,,
12.10.2018 08:00,-2,480.3,,0.6,67,1,,,,,2000-2500,-7.3,,
12.10.2018 05:00,0.5,479.7,,-0.5,46,0,,,,,,-9.8,,
12.10.2018 02:00,5.7,480.2,,0.8,24,2,,,,18,,-13.3,,
11.10.2018 23:00,11,479.4,,2.2,11,2,,,,,,-18.4,,
11.10.2018 20:00,12.6,477.2,,-0.4,19,1,,,,,"2500 or more, or no clouds.",-10.4,,
11.10.2018 17:00,17.2,477.6,,-2.4,8,3,,,,,1500-2000,-17.4,,
11.10.2018 14:00,14.9,480,,-1.7,12,1,,,-3.2,,1500-2000,-14.3,,
11.10.2018 11:00,11.2,481.7,,0.9,23,2,,,,,,-9.2,,
11.10.2018 08:00,-3.2,480.8,,1.2,74,0,,,,,"2500 or more, or no clouds.",-7.2,,
11.10.2018 05:00,-0.3,479.6,,0.2,62,0,,,,,,-6.7,,
11.10.2018 02:00,1.3,479.4,,0.8,60,0,,,,17.2,,-5.8,,
10.10.2018 23:00,10,478.6,,1.8,22,2,,,,,,-10.7,,
10.10.2018 20:00,9.8,476.8,,-0.7,23,0,,,,,,-10.3,,
10.10.2018 17:00,16.7,477.5,,-2.4,9,3,,,,,1500-2000,-16.3,,
10.10.2018 14:00,13.2,479.9,,-1.6,18,2,,,-2.8,,1500-2000,-10.6,,
10.10.2018 11:00,9,481.5,,0.9,35,1,,,,,,-5.6,,
10.10.2018 08:00,-2.5,480.6,,0.9,81,1,,,,,,-5.3,,
10.10.2018 05:00,-0.2,479.7,,-0.2,68,0,,,,,,-5.4,,
10.10.2018 02:00,1,479.9,,0.2,56,0,,,,14.6,,-7,,
09.10.2018 23:00,3,479.7,,1.1,50,1,,,,,,-6.4,,
09.10.2018 20:00,8.3,478.6,,-0.2,26,0,,,,,1500-2000,-10.1,,
09.10.2018 17:00,13.3,478.8,,-2.1,14,3,,,,,1500-2000,-13.6,,
09.10.2018 14:00,10.8,480.9,,-1.7,25,2,,,-1.1,,1500-2000,-8.4,,
09.10.2018 11:00,7.8,482.6,,1.1,40,2,,,,,1500-2000,-5,,
09.10.2018 08:00,0.6,481.5,,0.7,78,1,,,,,,-2.8,,
09.10.2018 05:00,1.9,480.8,,-0.4,64,1,,,,,,-4.2,,
09.10.2018 02:00,5.8,481.2,,1.3,42,6,,,,14.2,,-6.1,,
08.10.2018 23:00,8.1,479.9,,2.3,28,2,,,,,,-9.3,,
08.10.2018 20:00,10.6,477.6,,0.6,19,2,,,,,1500-2000,-12.1,,
08.10.2018 17:00,13.4,477,,-1.7,13,3,,,,,1500-2000,-14.5,,
08.10.2018 14:00,12.5,478.7,,-1.7,18,2,,,-1.6,,1500-2000,-11.2,,
08.10.2018 11:00,9.1,480.4,,0.8,28,3,,,,,1500-2000,-8.4,,
08.10.2018 08:00,-1.3,479.6,,0.7,66,0,,,,,2000-2500,-7,,
08.10.2018 05:00,2.3,478.9,,0.1,44,2,,,,,,-8.7,,
08.10.2018 02:00,6.4,478.8,,0.6,27,3,,,,16.1,,-11.2,,
07.10.2018 23:00,9.8,478.2,,1.4,17,2,,,,,,-14.1,,
07.10.2018 20:00,11,476.8,,-0.1,13,2,,,,,1500-2000,-16.4,,
07.10.2018 17:00,15.5,476.9,,-2.1,10,3,,,,,1500-2000,-16,,
07.10.2018 14:00,13.2,479,,-1.7,16,4,,,-0.8,,1500-2000,-12.1,,
07.10.2018 11:00,10.2,480.7,,0.8,32,1,,,,,1500-2000,-5.8,,
07.10.2018 08:00,-0.6,479.9,,0.8,71,1,,,,,,-5.2,,
07.10.2018 05:00,4,479.1,,0,45,0,,,,,,-7.1,,
07.10.2018 02:00,4.9,479.1,,0.6,40,0,,,,16.9,,-7.6,,
06.10.2018 23:00,10.1,478.5,,1.2,24,3,,,,,,-9.6,,
06.10.2018 20:00,12.7,477.3,,-0.1,16,1,,,,,1500-2000,-12.5,,
06.10.2018 17:00,15.6,477.4,,-2.6,14,3,,,,,1500-2000,-11.8,,
06.10.2018 14:00,13.9,480,,-1.5,18,1,,,2.6,,1500-2000,-10,,
06.10.2018 11:00,10.4,481.5,,1.2,28,1,,,,,1500-2000,-7.3,,
06.10.2018 08:00,2.9,480.3,,0.9,52,0,,,,,,-6.2,,
06.10.2018 05:00,4.8,479.4,,-0.2,43,2,,,,,,-6.7,,
06.10.2018 02:00,7.3,479.6,,0.8,35,0,,,,17.5,,-7.1,,
05.10.2018 23:00,8.8,478.8,,1.2,31,2,,,,,,-7.4,,
05.10.2018 20:00,13.6,477.6,,-0.3,14,2,,,,,1500-2000,-13.4,,
05.10.2018 17:00,17,477.9,,-2.3,12,3,,,,,1500-2000,-12.6,,
05.10.2018 14:00,14.8,480.2,,-1.5,14,3,,,4,,1500-2000,-12.4,,
05.10.2018 11:00,12.6,481.7,,0.9,29,2,,,,,1500-2000,-5,,
05.10.2018 08:00,5.7,480.8,,0.9,50,2,,,,,2000-2500,-3.9,,
05.10.2018 05:00,4.6,479.9,,0.1,55,0,,,,,,-3.7,,
05.10.2018 02:00,7.4,479.8,,0.8,38,2,,,,18.2,,-6,,
04.10.2018 23:00,12.7,479,,1.8,21,2,,,,,,-9.1,,
04.10.2018 20:00,13,477.2,,-0.3,26,1,,,,,1500-2000,-6,,
04.10.2018 17:00,17.5,477.5,,-2.2,15,2,,,,,1500-2000,-9.4,,
04.10.2018 14:00,15.4,479.7,,-1.7,22,2,,,3.8,,1500-2000,-6.2,,
04.10.2018 11:00,12.5,481.4,,1.1,27,3,,,,,,-6,,
04.10.2018 08:00,4,480.3,,1.1,50,1,,,,,,-5.5,,
04.10.2018 05:00,4.7,479.2,,0.4,48,1,,,,,,-5.6,,
04.10.2018 02:00,9.7,478.8,,0.6,29,3,,,,19.8,,-7.5,,
03.10.2018 23:00,11.6,478.2,,1.2,30,2,,,,,,-5.4,,
03.10.2018 20:00,14.2,477,,-0.3,19,1,,,,,1500-2000,-9.1,,
03.10.2018 17:00,19.6,477.3,,-2.2,11,4,,,,,1500-2000,-11.7,,
03.10.2018 14:00,16.3,479.5,,-1.4,12,1,,,0.5,,,-13.2,,
03.10.2018 11:00,12.9,480.9,,1,24,3,,,,,,-7.2,,
03.10.2018 08:00,0.7,479.9,,1,73,0,,,,,,-3.6,,
03.10.2018 05:00,2.8,478.9,,0.2,59,0,,,,,,-4.6,,
03.10.2018 02:00,5.9,478.7,,0.5,42,1,,,,20.5,,-6,,
02.10.2018 23:00,9.3,478.2,,1,24,1,,,,,,-10.2,,
02.10.2018 20:00,15.9,477.2,,-0.4,14,1,,,,,,-11.6,,
02.10.2018 17:00,19.2,477.6,,-2.3,14,2,,,,,1500-2000,-8.9,,
02.10.2018 14:00,17.3,479.9,,-1.5,17,3,,,4,,1500-2000,-8,,
02.10.2018 11:00,14.3,481.4,,0.8,27,2,,,,,,-4.4,,
02.10.2018 08:00,6.4,480.6,,0.9,55,1,,,,,,-2,,
02.10.2018 05:00,5.9,479.7,,0,57,0,,,,,,-2,,
02.10.2018 02:00,6.8,479.7,,0.6,52,0,,,,21.6,,-2.4,,
01.10.2018 23:00,14.5,479.1,,1.6,26,2,,,,,,-4.8,,
01.10.2018 20:00,15.5,477.5,,-0.2,32,0,,,,,1500-2000,-1.1,,
01.10.2018 17:00,20.9,477.7,,-2.3,22,2,,,,,1500-2000,-1.6,,
01.10.2018 14:00,17.7,480,,-1.7,26,3,,,3.9,,1500-2000,-2,,
01.10.2018 11:00,14.9,481.7,,0.8,32,3,,,,,,-1.6,,
01.10.2018 08:00,5.1,480.9,,0.7,70,0,,,,,,0.1,0.7,12
01.10.2018 05:00,9.7,480.2,,0.3,46,2,,,,,,-1.4,,
01.10.2018 02:00,9.3,479.9,,0.3,54,0,,,,21,,0.5,0.7,6
30.09.2018 23:00,14.7,479.6,,1.4,33,2,,,,,,-1.4,,
30.09.2018 20:00,16.6,478.2,,-0.5,25,1,,,,,2000-2500,-3.5,,
30.09.2018 17:00,20.7,478.7,,-2.2,15,3,,,,,1500-2000,-6.8,,
30.09.2018 14:00,18.7,480.9,,-1.8,21,2,,,3.1,,1500-2000,-4.1,,
30.09.2018 11:00,14.7,482.7,,1,34,3,,,,,,-1,,
30.09.2018 08:00,4,481.7,,0.8,80,1,,,,,,0.9,,
30.09.2018 05:00,5,480.9,,0,76,0,,,,,,1.1,,
30.09.2018 02:00,7.1,480.9,,0.5,66,1,,,,21.6,,1.2,,
29.09.2018 23:00,11.9,480.4,,1.2,39,2,,,,,,-1.6,,
29.09.2018 20:00,17.7,479.2,,-0.1,19,0,,,,,1500-2000,-6.2,,
29.09.2018 17:00,21.3,479.3,,-2.3,16,2,,,,,1500-2000,-5.5,,
29.09.2018 14:00,18.3,481.6,,-1.4,23,1,,,4.4,,1500-2000,-3.2,,
29.09.2018 11:00,15.3,483,,1.1,32,3,,,,,,-1.3,,
29.09.2018 08:00,4.4,481.9,,0.8,74,1,,,,,2000-2500,0.2,,
29.09.2018 05:00,8.7,481.1,,0.2,54,2,,,,,,-0.3,,
29.09.2018 02:00,9.9,480.9,,0.6,53,1,,,,21.5,,0.8,,
28.09.2018 23:00,14.1,480.3,,1.2,36,1,,,,,,-0.7,,
28.09.2018 20:00,17.4,479.1,,-0.1,28,2,,,,,1500-2000,-1.3,,
28.09.2018 17:00,21,479.2,,-2.2,20,3,,,,,1500-2000,-2.8,,
28.09.2018 14:00,18.9,481.4,,-1.3,27,2,,,6.6,,1500-2000,-0.5,,
28.09.2018 11:00,15.6,482.7,,0.9,42,2,,,,,1500-2000,2.7,,
28.09.2018 08:00,7.2,481.8,,0.6,79,1,,,,,2000-2500,3.8,,
28.09.2018 05:00,11.1,481.2,,0,55,2,,,,,,2.4,,
28.09.2018 02:00,11.2,481.2,,0.5,51,2,,,,22.8,,1.4,,
27.09.2018 23:00,14.5,480.7,,2,39,2,,,,,,0.7,,
27.09.2018 20:00,18,478.7,,0.2,28,3,,,,,1500-2000,-0.8,,
27.09.2018 17:00,22,478.5,,-2.4,17,2,,,,,1500-2000,-4.2,,
27.09.2018 14:00,19,480.9,,-1.3,25,2,,,6.5,,1500-2000,-1.5,,
27.09.2018 11:00,16.1,482.2,,1.1,38,3,,,,,1500-2000,1.8,,
27.09.2018 08:00,7.6,481.1,,0.7,67,0,,,,,,1.9,,
27.09.2018 05:00,11.1,480.4,,0.2,50,2,,,,,,1.1,,
27.09.2018 02:00,11.2,480.2,,0.4,50,2,,,,23.3,,1.2,,
26.09.2018 23:00,13.9,479.8,,1.6,38,1,,,,,,-0.2,,
26.09.2018 20:00,17.8,478.2,,0.1,30,2,,,,,1500-2000,0,,
26.09.2018 17:00,22.3,478.1,,-2.3,21,2,,,,,1500-2000,-1.1,,
26.09.2018 14:00,19.1,480.4,,-1.2,26,1,,,6.4,,1500-2000,-0.8,,
26.09.2018 11:00,16.1,481.6,,1.1,34,2,,,,,1500-2000,0.2,,
26.09.2018 08:00,7.1,480.5,,1,69,0,,,,,"2500 or more, or no clouds.",1.8,,
26.09.2018 05:00,9.3,479.5,,0.1,60,0,,,,,,1.9,,
26.09.2018 02:00,9.6,479.4,,0.3,62,1,,,,22.6,,2.5,,
25.09.2018 23:00,16,479.1,,1.3,34,3,,,,,,0.2,,
25.09.2018 20:00,19,477.8,,-0.4,28,1,,,,,1500-2000,0.1,,
25.09.2018 17:00,22.2,478.2,,-2.4,20,1,,,,,1500-2000,-1.8,,
25.09.2018 14:00,19.5,480.6,,-1.1,29,3,,,6.6,,1500-2000,1,,
25.09.2018 11:00,16.4,481.7,,0.9,38,2,,,,,1500-2000,2.1,,
25.09.2018 08:00,6.7,480.8,,0.8,75,0,,,,,"2500 or more, or no clouds.",2.6,,
25.09.2018 05:00,8.5,480,,-0.3,66,1,,,,,,2.5,,
25.09.2018 02:00,11.9,480.3,,0.2,49,2,,,,22.9,,1.5,,
24.09.2018 23:00,15.5,480.1,,1.5,40,2,,,,,,2,,
24.09.2018 20:00,18.9,478.6,,-0.5,30,2,,,,,1500-2000,1,Trace of precipitation,6
24.09.2018 17:00,21.8,479.1,,-2.1,24,2,,,,,1500-2000,0.4,,
24.09.2018 14:00,19.9,481.2,,-1.5,31,6,,,6,,1500-2000,2.3,,
24.09.2018 11:00,16.2,482.7,,0.8,38,3,,,,,1500-2000,1.9,,
24.09.2018 08:00,6.2,481.9,,0.9,81,1,,,,,2000-2500,3.2,,
24.09.2018 05:00,11.2,481,,-0.5,53,2,,,,,,2,,
24.09.2018 02:00,10,481.5,,0.3,66,0,,,,22.5,,3.9,,
23.09.2018 23:00,10.8,481.2,,1.2,69,0,,,,,,5.3,,
23.09.2018 20:00,17.9,480,,-0.5,36,0,,,,,1500-2000,2.6,,
23.09.2018 17:00,21.9,480.5,,-2.2,23,3,,,,,1500-2000,-0.1,,
23.09.2018 14:00,19.5,482.7,,-1.5,29,2,,,7.5,,1500-2000,1,,
23.09.2018 11:00,16.1,484.2,,0.9,35,2,,,,,1500-2000,0.6,,
23.09.2018 08:00,7.8,483.3,,0.5,68,0,,,,,2000-2500,2.3,,
23.09.2018 05:00,12.7,482.8,,0,48,2,,,,,,2,,
23.09.2018 02:00,12.5,482.8,,0.4,52,1,,,,21.9,,2.9,,
22.09.2018 23:00,13.1,482.4,,1.2,52,2,,,,,,3.5,,
22.09.2018 20:00,16.9,481.2,,-0.2,35,0,,,,,1500-2000,1.4,,
22.09.2018 17:00,19.7,481.4,,-2.3,27,1,,,,,1500-2000,0.2,,
22.09.2018 14:00,18.8,483.7,,-1.1,33,1,,,7.6,,1500-2000,2.2,,
22.09.2018 11:00,15.4,484.8,,0.7,41,2,,,,,1500-2000,2.2,,
22.09.2018 08:00,8.5,484.1,,0.7,79,0,,,,,2000-2500,5.1,Trace of precipitation,12
22.09.2018 05:00,10.7,483.4,,-0.1,64,1,,,,,,4.2,,
22.09.2018 02:00,11.8,483.5,,0.7,61,0,,,,20.2,,4.5,,
21.09.2018 23:00,14.8,482.8,,1.6,44,2,,,,,,2.7,,
21.09.2018 20:00,15.8,481.2,,0,43,2,,,,,1500-2000,3.3,Trace of precipitation,6
21.09.2018 17:00,19.3,481.2,,-1.4,33,1,,,,,1500-2000,2.6,,
21.09.2018 14:00,18.6,482.6,,-0.8,30,1,,,9.7,,1500-2000,0.7,,
21.09.2018 11:00,16.3,483.4,,1,36,2,,,,,1500-2000,1.2,,
21.09.2018 08:00,10.1,482.4,,0.6,54,1,,,,,"2500 or more, or no clouds.",1.2,,
21.09.2018 05:00,12.5,481.8,,0,46,2,,,,,,1.2,,
21.09.2018 02:00,13.7,481.8,,0.3,41,2,,,,20.1,,0.7,,
20.09.2018 23:00,15.2,481.5,,1.2,36,2,,,,,,0.2,,
20.09.2018 20:00,17.1,480.3,,0,32,1,,,,,1500-2000,0.3,,
20.09.2018 17:00,20,480.3,,-1.7,25,2,,,,,1500-2000,-0.6,,
20.09.2018 14:00,17.6,482,,-1.1,23,2,,,5.5,,1500-2000,-3.8,,
20.09.2018 11:00,14.9,483.1,,1.1,34,2,,,,,1500-2000,-0.8,,
20.09.2018 08:00,6.4,482,,0.8,63,2,,,,,,-0.3,,
20.09.2018 05:00,8.9,481.2,,0.2,56,2,,,,,,0.4,,
20.09.2018 02:00,11.6,481,,0.5,45,2,,,,20.8,,0.1,,
19.09.2018 23:00,13,480.5,,1.1,43,2,,,,,,0.7,,
19.09.2018 20:00,16,479.4,,-0.1,36,1,,,,,1500-2000,0.9,,
19.09.2018 17:00,20.4,479.5,,-2,23,3,,,,,1500-2000,-1.4,,
19.09.2018 14:00,17.5,481.5,,-1.1,31,1,,,5.5,,1500-2000,0.2,,
19.09.2018 11:00,15.1,482.6,,0.9,35,2,,,,,1500-2000,-0.2,,
19.09.2018 08:00,8.1,481.7,,0.8,67,0,,,,,2000-2500,2.3,,
19.09.2018 05:00,7.3,480.9,,0.4,63,1,,,,,,0.7,,
19.09.2018 02:00,11.1,480.5,,0.5,47,1,,,,19.7,,0.2,,
18.09.2018 23:00,9.8,480,,1.2,63,0,,,,,,3.1,,
18.09.2018 20:00,16.6,478.8,,-0.3,28,1,,,,,1500-2000,-2,,
18.09.2018 17:00,19.1,479.1,,-1.9,18,2,,,,,1500-2000,-5.8,,
18.09.2018 14:00,17.3,481,,-1.1,27,3,,,5.2,,1500-2000,-1.9,,
18.09.2018 11:00,14,482.1,,0.9,28,3,,,,,,-4.2,,
18.09.2018 08:00,5.8,481.2,,1.2,52,1,,,,,,-3.5,,
18.09.2018 05:00,8.1,480,,0.6,46,2,,,,,,-2.8,,
18.09.2018 02:00,8,479.4,,0.2,59,1,,,,19.7,,0.5,,
17.09.2018 23:00,11.1,479.2,,1.1,38,2,,,,,,-2.7,,
17.09.2018 20:00,17.3,478.1,,-0.3,26,3,,,,,1500-2000,-2.4,,
17.09.2018 17:00,19.5,478.4,,-1.8,24,6,,,,,1500-2000,-1.6,,
17.09.2018 14:00,17.3,480.2,,-1,29,2,,,8.5,,1500-2000,-0.9,,
17.09.2018 11:00,14.9,481.2,,0.9,36,2,,,,,1500-2000,0,,
17.09.2018 08:00,9,480.3,,0.9,53,1,,,,,2000-2500,-0.1,,
